hero,pick_total,pick_wins,pick_losses,ban_count,win_rate,tournament_year,tournament_title,tournament_url,Lane,Role_Normalized
diggie,4,1,3,4,25.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Roam,Other
gusion,4,1,3,0,25.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Jungle,Assassin
gord,3,2,1,0,66.67,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Mid Lane,Mage
jawhead,3,2,1,0,66.67,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Exp Lane,Fighter
hanabi,2,1,1,0,50.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Gold Lane,Marksman
rafaela,2,1,1,0,50.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Roam,Other
hanzo,1,1,0,0,100.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Jungle,Assassin
harley,1,0,1,0,0.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Jungle,Assassin
lapu-lapu,1,0,1,0,0.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Exp Lane,Fighter
martis,1,0,1,0,0.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Jungle,Fighter
minsitthar,1,0,1,0,0.0,2019,MPL Philippines Season 3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_3/Statistics,Exp Lane,Fighter
leomord,110,57,53,28,51.82,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Fighter
akai,109,55,54,30,50.46,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
chou,107,59,48,47,55.14,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
kimmy,93,55,38,58,59.14,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Mage
kaja,84,39,45,40,46.43,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Fighter
thamuz,80,37,43,26,46.25,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
karrie,72,33,39,22,45.83,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Marksman
selena,68,35,33,46,51.47,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Assassin
grock,67,40,27,93,59.7,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Fighter
lunox,67,32,35,89,47.76,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Mage
minotaur,61,32,29,38,52.46,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
claude,61,29,32,65,47.54,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Marksman
belerick,60,32,28,14,53.33,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
harley,53,26,27,31,49.06,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
helcurt,46,23,23,69,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
hayabusa,42,25,17,21,59.52,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
gusion,41,24,17,29,58.54,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
diggie,29,16,13,14,55.17,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Other
harith,27,13,14,132,48.15,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Mage
kadita,25,7,18,5,28.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Assassin
kagura,24,14,10,1,58.33,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Mage
gatotkaca,24,10,14,2,41.67,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Fighter
alice,24,6,18,2,25.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Mage
hylos,20,9,11,3,45.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
minsitthar,20,7,13,4,35.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
lapu-lapu,18,10,8,3,55.56,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
lolita,17,9,8,1,52.94,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
lancelot,16,8,8,4,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
martis,16,4,12,0,25.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Fighter
aldous,14,7,7,5,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
tigreal,13,5,8,0,38.46,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
franco,12,6,6,2,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
gord,11,5,6,4,45.45,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Mage
khufra,10,5,5,16,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
ruby,10,3,7,0,30.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
guinevere,8,4,4,3,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Fighter
esmeralda,4,2,2,4,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Mage
natalia,4,2,2,0,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Assassin
rafaela,4,2,2,0,50.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Other
angela,3,3,0,0,100.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Other
hanabi,3,1,2,0,33.33,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Marksman
nana,3,1,2,0,33.33,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Mage
moskov,3,0,3,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Marksman
irithel,2,0,2,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Marksman
alpha,1,1,0,0,100.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Fighter
saber,1,1,0,0,100.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
zilong,1,1,0,0,100.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Assassin
aurora,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Mid Lane,Mage
balmond,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Fighter
clint,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Gold Lane,Marksman
estes,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Other
hanzo,1,0,1,2,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
johnson,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Roam,Tank
uranus,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Exp Lane,Tank
yi sun-shin,1,0,1,0,0.0,2019,MPL Indonesia Season 3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_3/Statistics,Jungle,Assassin
akai,47,21,26,1,44.68,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
kaja,40,21,19,1,52.5,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Fighter
minotaur,34,17,17,0,50.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
thamuz,32,21,11,0,65.62,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
leomord,31,13,18,2,41.94,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Fighter
chou,30,22,8,2,73.33,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
karrie,29,16,13,0,55.17,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Gold Lane,Marksman
terizla,29,12,17,3,41.38,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
lunox,29,11,18,0,37.93,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Mage
lolita,28,17,11,0,60.71,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
hayabusa,28,14,14,2,50.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Assassin
claude,27,15,12,0,55.56,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Gold Lane,Marksman
esmeralda,25,11,14,1,44.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Mage
selena,24,13,11,1,54.17,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Assassin
gusion,24,10,14,0,41.67,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Assassin
diggie,23,7,16,0,30.43,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Other
grock,21,10,11,1,47.62,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Fighter
granger,19,9,10,0,47.37,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Marksman
kagura,14,8,6,0,57.14,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Mage
franco,13,5,8,1,38.46,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
kimmy,12,4,8,0,33.33,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Gold Lane,Mage
kadita,11,8,3,0,72.73,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Assassin
guinevere,11,5,6,0,45.45,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
tigreal,5,3,2,0,60.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
helcurt,5,2,3,0,40.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Assassin
lapu-lapu,5,1,4,0,20.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
gatotkaca,3,2,1,0,66.67,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Fighter
harith,3,2,1,3,66.67,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Mage
rafaela,3,2,1,0,66.67,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Other
chang'e,2,2,0,0,100.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Mage
hylos,2,2,0,0,100.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
angela,2,1,1,0,50.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Other
martis,2,1,1,0,50.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Fighter
faramis,2,0,2,0,0.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Mage
aurora,1,1,0,0,100.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Mid Lane,Mage
jawhead,1,1,0,0,100.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
belerick,1,0,1,0,0.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Roam,Tank
harley,1,0,1,0,0.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Jungle,Assassin
minsitthar,1,0,1,0,0.0,2019,MSC 2019,https://liquipedia.net/mobilelegends/MSC/2019/Statistics,Exp Lane,Fighter
grock,83,35,48,63,42.17,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Fighter
uranus,81,44,37,24,54.32,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Tank
chou,80,42,38,22,52.5,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
jawhead,78,39,39,38,50.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
thamuz,74,33,41,19,44.59,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
karrie,73,36,37,35,49.32,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Gold Lane,Marksman
carmilla,71,38,33,20,53.52,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
valir,65,32,33,47,49.23,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
granger,61,27,34,8,44.26,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Marksman
diggie,59,36,23,34,61.02,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Other
khufra,53,30,23,60,56.6,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
pharsa,46,22,24,59,47.83,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
cecilion,42,25,17,25,59.52,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
kimmy,39,20,19,21,51.28,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Gold Lane,Mage
nana,39,14,25,21,35.9,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
claude,38,21,17,37,55.26,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Gold Lane,Marksman
selena,37,24,13,114,64.86,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Assassin
kaja,36,21,15,24,58.33,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Fighter
harith,36,19,17,45,52.78,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
lunox,36,16,20,5,44.44,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
x.borg,36,11,25,7,30.56,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
wanwan,35,21,14,17,60.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Gold Lane,Marksman
ling,33,16,17,83,48.48,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Assassin
bruno,32,15,17,15,46.88,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Gold Lane,Marksman
esmeralda,30,20,10,17,66.67,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Mage
akai,29,12,17,9,41.38,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
baxia,24,10,14,4,41.67,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Tank
silvanna,22,7,15,3,31.82,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
hayabusa,21,11,10,8,52.38,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Assassin
leomord,15,8,7,5,53.33,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Fighter
hylos,13,7,6,3,53.85,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
faramis,11,7,4,5,63.64,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
lolita,11,7,4,1,63.64,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
rafaela,9,5,4,2,55.56,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Other
terizla,9,5,4,0,55.56,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
belerick,8,4,4,0,50.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
roger,8,4,4,1,50.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Marksman
natalia,8,3,5,15,37.5,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Assassin
helcurt,7,1,6,7,14.29,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Assassin
atlas,6,3,3,0,50.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
aurora,6,2,4,2,33.33,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
franco,6,2,4,2,33.33,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Tank
zhask,5,2,3,3,40.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
kagura,5,1,4,0,20.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
masha,5,1,4,2,20.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
estes,4,3,1,0,75.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Other
gord,4,1,3,0,25.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
alice,3,2,1,0,66.67,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Mage
eudora,3,2,1,0,66.67,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
gusion,3,2,1,2,66.67,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Assassin
lancelot,3,1,2,1,33.33,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Jungle,Assassin
angela,2,2,0,0,100.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Roam,Other
minsitthar,2,2,0,0,100.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Exp Lane,Fighter
lylia,2,1,1,0,50.0,2020,MPL Indonesia Season 5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5/Statistics,Mid Lane,Mage
